time_s,motor_avg_rpm,motor1_rpm,motor2_rpm,motor3_rpm,motor4_rpm,pitch_deg,roll_deg,yaw_deg,gps_speed_ms,altitude_rel_m,voltage_V,current_A,power_W
3.200636,11314.285714285714,10357.142857142857,12642.857142857143,11271.42857142857,10985.714285714286,0.7903076597625199,-1.399847831992509,-0.005267127727637483,0.26,1.7600000000000002,23.37,19.26923076923077,568.7796121538462
3.220652,11332.142857142857,10471.42857142857,12314.285714285714,11614.285714285714,10928.57142857143,0.7521746934296802,-1.3659166295547716,-0.006299908624885183,0.26,1.4099999999999997,22.59,23.253846153846155,571.3247235384615
3.240669,11407.142857142857,10428.57142857143,12100.0,12142.857142857143,10957.142857142857,0.808258742081101,-1.3640315354116528,-0.005064934820108595,0.26,1.7600000000000002,21.97,23.076923076923077,572.2159318461539
3.260685,11421.42857142857,10500.0,12357.142857142857,11457.142857142857,11371.42857142857,0.8359958011190763,-1.3675880271784637,-0.004510506811528318,0.21,1.85,23.52,25.03846153846154,574.233444923077
3.280702,11603.571428571428,10585.714285714286,12714.285714285714,11714.285714285714,11400.0,0.8109503153449986,-1.356438665146,-0.0052193063242701185,0.21,1.7600000000000002,23.57,35.53076923076923,576.9445101538461
3.300719,11528.571428571428,10428.57142857143,12428.57142857143,11800.0,11457.142857142857,0.819654586430419,-1.3376443926848771,-0.005115829809870859,0.21,1.7600000000000002,22.26,27.96923076923077,578.2438956923078
3.320735,11607.142857142857,10257.142857142857,12642.857142857143,11971.42857142857,11557.142857142857,0.8552570431419462,-1.3339302621690385,-0.004384048655883655,0.21,1.6699999999999995,22.52,26.50769230769231,581.1332381538462
3.340751,11632.142857142859,10300.0,12642.857142857143,11971.42857142857,11614.285714285714,0.9136779280776536,-1.3287897968755316,-0.003131974661802272,0.21,1.4099999999999997,22.69,24.584615384615386,584.8169733846154
3.360768,11560.714285714286,10685.714285714286,13028.57142857143,11071.42857142857,11457.142857142857,0.9241023874160152,-1.3030725011887399,-0.0029985842922854874,0.28,1.23,22.24,23.20769230769231,584.9060872307692
3.380785,11585.714285714286,10842.857142857143,12242.857142857143,11771.42857142857,11485.714285714286,0.9291216339367484,-1.2781245568828603,-0.002970795985971793,0.28,1.85,22.98,27.7,584.7943632307691
3.400801,11632.142857142857,10828.57142857143,12142.857142857143,12100.0,11457.142857142857,0.9865156234928616,-1.2736832952124577,-0.001777554913211446,0.28,1.85,22.31,36.353846153846156,585.6706923076922
3.420818,11489.285714285714,10900.0,12142.857142857143,11428.57142857143,11485.714285714286,1.0043432444278906,-1.2613237513119533,-0.0014752984499459654,0.28,1.4099999999999997,22.82,25.130769230769232,586.0156704615384
3.440835,11664.285714285714,11371.42857142857,12428.57142857143,11457.142857142857,11400.0,1.0139407615170482,-1.2402116690520328,-0.0013610414751016179,0.28,1.6699999999999995,22.69,39.646153846153844,585.9145695384615
3.460851,11646.42857142857,11185.714285714286,12171.42857142857,11557.142857142857,11671.42857142857,0.9883128505427039,-1.223264673780131,-0.002001357097909072,0.24,1.5799999999999996,23.14,20.323076923076922,587.526758923077
