"Product","Blackbox flight data recorder by Nicholas Sherlock"
142000,79936401,-4,-26,-16,-3,4,26,-44,-86,0,0,0,3,-32,44,1444,0,-7,11,444,2250,2714,733,4,10,22,1,24,28,1777,55,1620,908,1278,677,1121,906,829,820,890,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.03729812137804352,-0.7234718581493376,0.4191060595880085,-51,-108,10,0,-7,11,44.4,-4,-17,-11,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
142016,79938401,-9,-41,-17,-4,3,25,-46,-94,0,0,0,3,-32,44,1444,0,-7,11,443,2371,2369,733,7,20,22,3,31,0,1511,116,1508,872,1342,618,1150,896,852,800,901,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.03690623647243876,-0.7229084883390078,0.4180902201065635,-59,-132,8,0,-7,11,44.3,-7,-27,-11,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
142032,79940402,-8,-40,-11,-4,2,24,-8,-35,0,0,0,3,-32,44,1444,0,-7,11,444,2371,2369,707,6,19,18,-16,-3,23,1449,15,1477,918,1146,794,1125,880,831,800,906,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.03649945182779833,-0.7223564777254502,0.417177331817145,-20,-73,13,0,-7,11,44.4,-6,-26,-7,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
142048,79942404,0,-19,-5,-4,1,24,20,67,0,0,0,3,-36,44,1444,0,-7,11,444,2371,2369,707,0,5,14,-1,-21,25,1489,135,1448,1094,837,1082,970,888,847,804,904,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.03615047233022982,-0.7223243594794657,0.41657735407577956,16,49,19,0,-7,11,44.4,0,-12,-3,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
142064,79944407,14,9,-12,-4,1,23,58,138,0,-1,0,3,-36,44,1444,0,-8,11,444,2371,2369,707,-9,-14,19,0,-23,16,1567,86,1433,1165,567,1382,870,896,847,813,904,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.03530319176399771,-0.7230158851307005,0.4157289745712385,68,147,11,0,-8,11,44.4,9,6,-8,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
142080,79946407,4,37,-9,-4,1,23,4,163,0,-1,0,1,-37,44,1443,0,-8,11,443,2371,2369,707,-2,-32,17,12,-47,25,1608,46,1425,1391,583,1355,648,896,829,831,893,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.0347399199017289,-0.7243588200597104,0.4149664272335656,4,200,14,0,-8,11,44.3,2,24,-6,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
142096,79948408,-9,53,-12,-4,3,22,-49,123,0,-1,0,1,-37,44,1442,0,-8,11,442,2371,2369,707,7,-43,20,11,-36,0,1538,167,1495,1462,757,1192,557,893,813,838,875,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.03453369974869408,-0.7260063734870181,0.4141928890889153,-62,178,10,0,-8,11,44.2,-7,35,-9,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
142112,79950410,-16,45,-2,-4,4,21,-56,31,0,-1,0,1,-37,44,1442,0,-9,11,441,2371,2369,707,11,-38,12,-1,-24,10,1658,131,1442,1321,950,960,735,915,833,813,875,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.03467222617335839,-0.7275674269687782,0.4137439038357398,-76,79,19,0,-9,11,44.1,-11,29,-1,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
142128,79952411,-6,29,-1,-4,5,21,11,-55,0,0,0,1,-37,44,1442,0,-9,11,441,2371,2369,707,4,-28,12,-7,-26,13,1636,119,1547,989,992,916,1069,912,833,840,870,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.03453817949248842,-0.7287085291937515,0.4132715334368635,1,-21,20,0,-9,11,44.1,-4,19,-1,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
142144,79954413,6,7,6,-4,6,21,45,-113,0,0,0,3,-39,45,1442,0,-9,11,441,2371,2369,707,-4,-13,7,-5,7,22,1816,252,1624,762,1042,839,1323,912,845,824,860,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.03419397392615895,-0.7291708883451217,0.4129646869613559,47,-100,27,0,-9,11,44.1,4,4,4,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
142160,79956414,14,-16,-8,-4,5,21,51,-132,0,0,0,3,-39,45,1442,0,-9,11,441,2371,2369,707,-9,2,16,-13,16,23,1789,135,1554,631,1122,812,1403,904,824,836,867,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.033378654446223836,-0.7291198676731041,0.41221266330635853,61,-143,13,0,-9,11,44.1,9,-11,-5,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
142176,79958416,17,-31,-13,-4,5,20,27,-103,0,0,0,3,-40,44,1442,0,-9,11,442,2341,4047,707,-11,11,20,7,17,15,1670,119,1601,686,1146,810,1326,906,831,829,880,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.03243074439172357,-0.72889917130131,0.4113050391215749,40,-129,7,0,-9,11,44.2,11,-20,-9,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
142192,79960418,0,-45,-20,-3,4,19,-39,-89,0,0,0,3,-40,44,1442,0,-9,11,442,2341,4047,707,1,20,25,3,17,14,1689,0,1500,823,1321,668,1156,880,845,824,888,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.03161653459537615,-0.7284366982299377,0.41004276618822644,-42,-130,-1,0,-9,11,44.2,-1,-29,-14,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
142208,79962419,-16,-47,-1,-4,2,19,-81,-45,0,0,0,3,-41,44,1442,0,-10,11,442,2341,4047,707,11,22,12,15,18,5,1474,-2,1456,1044,1320,599,1005,885,867,809,896,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.03155478589090451,-0.7277871574744613,0.4093963907613434,-101,-90,18,0,-10,11,44.2,-11,-32,-1,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
142224,79964420,-4,-32,0,-4,1,18,6,34,0,0,0,3,-41,44,1442,0,-10,11,442,2341,4047,707,3,12,11,-9,1,16,1448,-15,1444,1033,958,959,1020,882,852,804,901,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.0312421353666294,-0.7274770881109491,0.40880216201769937,-2,3,18,0,-10,11,44.2,-3,-22,0,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
142240,79966422,-1,-4,4,-4,1,18,14,123,0,-2,0,3,-44,45,1442,0,-10,11,442,2341,4047,698,1,-7,8,-7,-39,31,1615,-46,1403,1239,709,1191,831,882,850,831,890,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.030940081258823048,-0.7279472023117021,0.4083383569657144,9,118,22,0,-10,11,44.2,-1,-3,3,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
142256,79968424,4,19,-5,-4,1,18,35,144,0,-3,0,3,-44,45,1442,0,-11,11,442,2341,4047,698,-3,-23,14,8,-37,-13,1547,43,1453,1255,595,1340,780,877,850,822,893,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.030419596822990645,-0.7289127012357127,0.4077008954277659,35,161,13,0,-11,11,44.2,3,12,-3,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
142272,79970425,1,44,-7,-4,2,18,-3,148,0,-3,0,3,-44,44,1442,0,-11,11,442,2341,4047,698,0,-40,16,1,-31,33,1540,82,1438,1385,624,1320,642,888,829,836,882,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.029998787183696345,-0.7304736940249208,0.40702842547628215,-6,191,11,0,-11,11,44.2,0,29,-5,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
142288,79972426,-3,44,-17,-4,3,17,-13,70,0,-3,0,3,-44,44,1442,0,-11,11,442,2341,4047,698,2,-40,22,6,-46,26,1446,123,1471,1245,813,1173,740,901,843,840,875,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.02950123486984232,-0.7319646546984007,0.4061163707827449,-20,114,0,0,-11,11,44.2,-2,29,-11,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
142304,79974427,-3,43,-2,-4,4,16,-15,10,0,-2,0,1,-45,44,1442,0,-11,11,442,2341,4047,698,3,-39,13,0,-25,-8,1650,73,1547,1166,905,1029,871,912,847,843,855,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.029263013016528103,-0.7334893525675898,0.40557016048815075,-22,55,14,0,-11,11,44.2,-3,28,-2,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142320,79976429,2,17,-2,-4,5,16,13,-84,0,-1,0,1,-45,44,1442,0,-11,11,442,2341,4047,698,-1,-22,12,-14,-8,30,1815,59,1572,880,1063,869,1160,904,824,820,862,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.028870030693581926,-0.7342699195720277,0.40503581686823686,11,-63,14,0,-11,11,44.2,1,11,-1,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142336,79978430,5,-6,-12,-4,5,16,11,-135,1,-1,0,3,-47,44,1442,0,-11,11,442,2286,3267,698,-3,-8,19,6,22,19,1809,181,1617,721,1218,751,1281,904,838,838,860,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.02817345930850338,-0.7345680871582407,0.40415287840386593,13,-137,4,0,-11,11,44.2,3,-3,-8,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142352,79980432,1,-40,-12,-4,5,15,5,-168,2,-2,0,3,-47,44,1442,0,-12,11,442,2286,3267,698,-1,14,19,3,19,10,1767,69,1572,604,1364,610,1393,893,840,840,870,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.02752729686901778,-0.7340975712749895,0.403240491423289,4,-205,3,0,-12,11,44.2,1,-26,-8,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142368,79982433,-6,-54,0,-4,3,15,-26,-133,2,-1,0,3,-48,44,1442,0,-12,11,442,2286,3267,698,5,24,11,9,32,16,1551,120,1518,737,1378,551,1304,893,860,831,893,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.027418657249291642,-0.7333767791991475,0.4027520727777443,-34,-185,15,0,-12,11,44.2,-5,-36,0,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142384,79984436,4,-61,-10,-4,2,15,10,-78,1,0,0,3,-48,44,1442,0,-12,11,442,2286,3267,698,-2,28,18,-5,23,3,1528,135,1398,719,1223,747,1282,875,857,817,896,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.026862842390369054,-0.7325730374557231,0.4019418239212653,11,-137,5,0,-12,11,44.2,2,-40,-7,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142400,79986436,-4,-45,-3,-4,0,14,-16,32,1,0,0,3,-48,44,1442,0,-12,11,442,2286,3267,698,4,18,13,-6,-10,35,1533,91,1374,1034,1041,902,995,862,865,817,885,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.02663761995829748,-0.7321318492597133,0.40134102467113575,-23,-13,11,0,-12,11,44.2,-4,-30,-2,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142416,79988438,2,-18,-3,-4,-1,14,14,124,0,0,0,3,-48,44,1442,0,-12,11,442,2286,3267,698,-1,-1,13,7,-12,4,1431,165,1428,1188,749,1198,836,857,875,826,901,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.026331126009723177,-0.7322635379203918,0.40083695656006935,12,105,11,0,-12,11,44.2,1,-11,-2,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142432,79990439,2,12,-11,-4,-1,13,1,164,0,0,0,3,-48,44,1442,0,-12,11,442,2286,3267,715,-1,-20,19,-6,-38,33,1533,100,1416,1330,659,1319,663,875,862,833,893,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.025783250100780954,-0.7331298080238996,0.4000114382473088,-1,175,2,0,-12,11,44.2,1,8,-8,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142448,79992441,6,40,-16,-4,0,12,18,185,0,0,0,3,-48,44,1442,0,-12,11,442,2286,3267,715,-4,-39,22,7,-60,6,1518,129,1421,1373,535,1463,601,867,845,833,880,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.025080749021930582,-0.7346479717867606,0.3990935705161931,20,225,-4,0,-12,11,44.2,4,27,-11,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142464,79994442,-1,50,-5,-4,1,12,-14,106,0,0,0,3,-48,44,1442,0,-12,11,442,2286,3267,715,2,-45,14,-4,-33,12,1567,145,1479,1339,719,1241,672,885,840,831,865,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.02485922112122276,-0.7363625801759381,0.3985718115915029,-19,157,7,0,-12,11,44.2,-2,33,-3,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142480,79996444,-7,45,-1,-4,3,12,-20,31,0,0,0,3,-48,44,1442,0,-12,11,442,2286,3267,715,5,-42,11,7,-34,22,1630,101,1475,1219,879,1064,809,898,831,845,855,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.024787000418780777,-0.7380074108157212,0.3981442320463042,-31,79,11,0,-12,11,44.2,-5,30,0,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142496,79998445,-3,24,-6,-4,4,12,-2,-81,0,0,0,3,-48,44,1442,0,-12,11,442,2310,2958,715,3,-28,15,1,-2,4,1670,159,1559,920,1099,864,1088,898,850,845,850,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.024566142699699405,-0.7391419431283646,0.3975636321136857,-9,-53,6,0,-12,11,44.2,-3,16,-4,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142512,80000447,3,-11,-6,-4,4,11,20,-167,0,0,0,3,-48,44,1442,0,-12,11,442,2310,2958,715,-1,-5,15,-12,9,24,1732,159,1594,638,1276,688,1370,888,847,836,860,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.02418650070994376,-0.7394903623249865,0.39695358251941126,19,-174,5,0,-12,11,44.2,1,-7,-4,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142528,80002448,6,-33,-5,-4,3,11,22,-157,0,0,0,3,-48,45,1442,0,-12,11,442,2310,2958,715,-4,10,14,-3,21,15,1671,175,1656,604,1289,673,1406,870,833,838,865,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.023739064723730722,-0.7392453248075848,0.39639409670044756,24,-187,6,0,-12,11,44.2,4,-22,-3,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142544,80004449,12,-57,-9,-3,2,10,25,-152,0,0,0,3,-48,45,1442,0,-12,11,442,2310,2958,715,-8,26,18,-3,35,6,1722,68,1562,539,1320,662,1450,865,860,843,877,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.022902851631842525,-0.7385272609930186,0.39552821378465186,34,-207,1,0,-12,11,44.2,8,-38,-7,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142560,80006451,2,-58,0,-3,0,10,-19,-65,0,0,0,1,-48,44,1442,0,-12,11,442,2310,2958,715,-1,26,11,8,13,17,1657,-3,1402,818,1245,704,1205,852,875,815,888,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.022462909637220044,-0.7378521069710432,0.39492929905530083,-20,-123,10,0,-12,11,44.2,1,-38,0,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142576,80008454,-6,-52,-2,-4,-1,10,-39,-7,0,0,0,1,-48,44,1442,0,-12,11,442,2310,2958,715,4,22,13,18,24,4,1380,121,1427,985,1186,772,1029,850,885,804,898,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.022269951874491347,-0.7371416877627281,0.39436754205527347,-49,-60,8,0,-12,11,44.2,-4,-34,-2,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142592,80010454,-11,-31,-6,-4,-2,10,-24,96,1,0,0,3,-48,44,1442,0,-12,11,442,2310,2958,715,8,8,15,-19,-21,39,1470,18,1313,1189,940,1034,808,850,870,809,901,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.022056785772861524,-0.7370373764238973,0.3936273772715655,-38,63,4,0,-12,11,44.2,-8,-20,-4,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142608,80012455,3,9,-2,-4,-3,9,31,179,2,0,0,3,-48,44,1442,0,-12,11,442,2310,2958,715,-2,-18,12,0,-44,-8,1460,-7,1327,1298,569,1389,717,852,882,815,896,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.02158054960788594,-0.7378239458017252,0.39303428295676124,32,185,7,0,-12,11,44.2,2,6,-1,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142624,80014457,2,33,-9,-4,-2,9,9,178,2,0,0,3,-48,44,1442,0,-12,11,442,2310,2958,715,-1,-34,17,6,-46,18,1433,73,1433,1370,581,1403,617,857,862,829,877,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.021073605617943008,-0.7390980146459828,0.3922970994887658,9,209,0,0,-12,11,44.2,1,22,-6,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142640,80016460,6,62,-19,-4,-1,8,24,178,1,0,0,3,-48,44,1442,0,-12,11,442,2310,2958,715,-4,-53,24,-4,-51,44,1475,125,1431,1370,509,1518,575,877,833,838,875,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.020304841193258583,-0.7410633186358986,0.3912904071129262,27,239,-11,0,-12,11,44.2,4,41,-13,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142656,80018460,-1,51,-2,-4,1,7,-17,30,1,0,0,3,-48,44,1442,0,-12,11,442,2149,3690,715,1,-46,12,4,-29,-10,1487,104,1535,1195,869,1096,811,872,860,840,850,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.020063985704918054,-0.7427215698915983,0.3908282765553608,-21,82,5,0,-12,11,44.2,-1,34,-1,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142672,80020463,-1,37,3,-4,2,7,-5,-37,0,0,0,3,-48,44,1442,0,-12,11,442,2149,3690,715,1,-37,8,-1,-26,9,1598,-6,1585,1035,987,958,992,885,847,850,845,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.01982516566576556,-0.7441015372041373,0.3904423082701829,-10,2,10,0,-12,11,44.2,-1,25,3,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142688,80022463,0,2,-3,-4,3,7,1,-160,0,0,0,1,-47,42,1442,0,-12,11,442,2149,3690,715,1,-14,13,-5,10,16,1665,175,1644,715,1284,687,1286,888,855,840,862,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.019604732199401464,-0.7446846166263811,0.38996003547552416,-3,-155,4,0,-12,11,44.2,-1,2,-2,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142704,80024464,-4,-30,-10,-4,2,7,2,-191,0,0,0,1,-47,42,1442,0,-12,10,442,2149,3690,715,3,8,17,1,27,24,1755,108,1514,586,1422,575,1388,870,865,836,855,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.019242545826581647,-0.7446254147303513,0.38919792253564456,-6,-219,-3,0,-12,10,44.2,-3,-20,-7,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142720,80026466,8,-51,-7,-4,1,6,30,-168,1,0,-1,3,-48,40,1441,0,-12,10,440,2149,3690,715,-5,21,15,-2,24,27,1644,135,1503,508,1338,647,1463,867,862,838,875,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.018687793040052282,-0.7440522099833186,0.3885497814210055,35,-218,-2,0,-12,10,44,5,-33,-5,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142736,80028467,6,-57,-8,-4,0,6,5,-95,2,0,-2,3,-48,40,1439,0,-12,10,437,2149,3690,715,-4,25,15,-7,24,-10,1634,108,1471,671,1263,721,1283,862,862,824,875,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.01813935358802167,-0.7433522445704305,0.38787511277145104,9,-152,-4,0,-12,10,43.7,4,-37,-5,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142752,80030468,-2,-48,-11,-4,-2,5,-19,7,1,0,-2,1,-48,40,1438,0,-12,9,437,2149,3690,715,2,19,17,6,-1,23,1704,36,1321,931,1123,875,1004,843,885,822,885,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.017666754101677465,-0.7429853631287058,0.38703856301368766,-24,-43,-8,0,-12,9,43.7,-2,-31,-8,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142768,80032470,-2,-33,-9,-4,-3,5,-13,60,-1,0,-2,1,-48,40,1438,0,-12,9,437,2149,3690,715,2,10,15,13,6,10,1367,147,1364,1054,988,1000,890,847,896,833,898,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.01738244184033443,-0.7427108671742125,0.3864240799272256,-20,24,-6,0,-12,9,43.7,-2,-22,-6,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142784,80034472,-4,1,-3,-4,-3,4,-6,158,0,0,-1,4,-48,38,1439,0,-12,9,439,2149,3690,715,3,-13,11,-13,-36,32,1452,64,1324,1305,719,1255,670,855,875,840,890,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.01718579002539733,-0.7433082731219514,0.38593793878539717,-14,156,0,0,-12,9,43.9,-3,1,-2,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142800,80036473,1,32,-7,-4,-3,4,2,180,2,0,-1,4,-48,38,1441,0,-12,9,442,2149,3690,715,0,-33,14,0,-57,2,1455,98,1349,1379,604,1395,591,850,867,836,880,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.016834720214738773,-0.7445915313253507,0.3853572847947868,1,209,-4,0,-12,9,44.2,0,21,-5,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142816,80038475,4,41,-19,-4,-2,3,17,119,2,0,0,3,-48,37,1441,1,-12,9,441,2289,5017,715,-2,-39,22,-5,-34,7,1457,119,1439,1225,687,1355,694,862,865,845,862,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.01617892551685468,-0.7460396772681286,0.3844221490027362,19,158,-16,1,-12,9,44.1,3,27,-13,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142832,80040477,2,60,-7,-3,0,2,10,112,0,0,0,3,-48,37,1439,1,-12,9,438,2289,5017,733,-1,-51,14,9,-53,36,1557,115,1470,1282,655,1335,671,867,852,852,850,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.015816107764267937,-0.7479406056458291,0.3838677958236687,9,172,-5,1,-12,9,43.8,2,39,-5,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142848,80042477,-2,44,-7,-3,1,2,-23,-17,0,0,0,3,-48,37,1438,0,-12,9,437,2289,5017,733,2,-41,13,8,-20,-6,1579,95,1629,1082,994,993,868,877,860,850,836,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.015560265619368052,-0.7494146929877656,0.383339405766538,-28,28,-5,0,-12,9,43.7,-2,29,-4,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142864,80044480,-6,19,-10,-4,2,1,-22,-104,0,0,0,3,-48,37,1438,0,-12,9,437,2289,5017,733,5,-25,16,-1,-11,32,1773,64,1618,871,1218,784,1063,880,865,850,826,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.01522654690884858,-0.7502972206487829,0.3825936331035633,-32,-83,-9,0,-12,9,43.7,-5,13,-7,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
142880,80046480,-6,-12,-10,-4,2,1,-7,-167,0,0,0,1,-47,34,1438,0,-12,8,437,2289,5017,733,4,-5,15,1,14,4,1831,223,1671,663,1367,638,1268,870,852,845,850,1,7,0,1,1,10,480372862,116400408,5787,831,751,0.014880481352631151,-0.75047965187452,0.3818814614279633,-17,-177,-9,0,-12,8,43.7,-4,-7,-7,-17.058009703992354,578.6997553816848,-53.24146115430498,55.907324036362745,72.23508244255983
